id	dist_bin_0	dist_bin_1	dist_multi_0	dist_multi_1	dist_multi_2	dist_multi_3	dist_multi_4
6a21fd0e90f8fc80de2e4d0c5d69cd27	0.6	0.4	0.6	0.0	0.4	0.0	0.0
8049052f98665626b820378664e58943	0.0	1.0	0.0	0.0	0.0	0.0	1.0
139c21db1f88487495227e3757f79726	0.0	1.0	0.0	0.0	0.0	0.0	1.0
09af94e760bbc94d1344517bd4ca7d1a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
02844762e3b31a37a19866b73c1cde7d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9bf53add8f59c81dc9907c94096d97d2	0.0	1.0	0.0	0.0	0.0	0.0	1.0
39375d3efe9eb41fead27d93b09ae7c9	0.0	1.0	0.0	0.2	0.4	0.0	0.4
85b5dbd879ad2544ed862b40fe09a1b5	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ca2837dd6a037310e3e2a8ea8333ccb1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
244c1d12f1c0a24c6d28951cce322697	0.6	0.4	0.6	0.0	0.4	0.0	0.0
b8ac6b6c2aa836e5027749d35f59f914	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3028f7e259c07db157618e57023cc3b1	0.0	1.0	0.0	0.0	0.0	0.4	0.6
c6cb3d68d895d1f3900f8e57c9d906b9	0.8	0.2	0.8	0.0	0.0	0.0	0.2
c3de97933efcfbd66b790f82ccae307e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
746f9591e0ce20c1cd5f097f4fa8c8ac	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f27d39859d996d37d8486b2520ed5d85	0.4	0.6	0.4	0.0	0.0	0.0	0.6
cbbc9e6aa5a8107e4ffaecf650913b60	1.0	0.0	1.0	0.0	0.0	0.0	0.0
876d608ef31ea72960a3c7c3dcf50977	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ee788beb72ed56cad0d5a7aa5cce25ad	0.2	0.8	0.2	0.2	0.4	0.2	0.0
1178b3840bf5ac1455a0788ffb427e03	0.0	1.0	0.0	0.0	0.0	0.6	0.4
66dd25ac016bcb7d71131d0c36e847b8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
8b0920b58de6b596bed8443f26713ae0	0.4	0.6	0.4	0.0	0.2	0.0	0.4
2b74aed2f5b92a58fb7563ab8c57badb	0.6	0.4	0.6	0.2	0.0	0.0	0.2
f0898b51b3df1aa222ae7f43eb7ea3d0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1fd460ac8104f029d8083f82229a650e	0.0	1.0	0.0	0.0	0.0	0.25	0.75
ed60ff423a1a3ff5c78af5a3b3b5bbb3	1.0	0.0	1.0	0.0	0.0	0.0	0.0
efd25b2807d6655b5f1be449f652dd8d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f76f8d2d6c40f96d1f8275764f7a0d3a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f3a6acedee108da0f24823ff45cd544a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2053bd47f83015fdefb0e6524b4126ed	1.0	0.0	1.0	0.0	0.0	0.0	0.0
11692c0319560da22189cdca9a54b0ca	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5ec92715bf4a85fb649fabb5c8978234	0.0	1.0	0.0	0.0	0.0	0.2	0.8
df19af4d4de2b67c5d7b222f7301ddd5	0.0	1.0	0.0	0.0	0.2	0.4	0.4
b9c27026c9479f4e65e30cc9521386c4	0.8	0.2	0.8	0.0	0.0	0.2	0.0
86d46dcafa9d300269eac7d2b0f1f8c0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f219ddd1f9e3fb34f6a3911b305cab7d	0.14285714285714285	0.8571428571428571	0.14285714285714285	0.0	0.0	0.0	0.8571428571428571
0e798141509397c1eb4c3dbf37c48847	1.0	0.0	1.0	0.0	0.0	0.0	0.0
08f1559a70e62c878dfa0bb34c906f0f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
74c22932af7ef53eb6460e563fa00023	0.0	1.0	0.0	0.2	0.4	0.0	0.4
b4360ddc9c04557cad608571b9bbbb62	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c76399f69687ae9334318711b1a749eb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a4661beb547b92988cb5f5cd3b3a2369	1.0	0.0	1.0	0.0	0.0	0.0	0.0
e0b232091b3989f87eb731c756c6284b	0.0	1.0	0.0	0.0	0.0	0.0	1.0
2a2c3471bde02dfed1b022004c8a7eaa	1.0	0.0	1.0	0.0	0.0	0.0	0.0
eb26c490830b4b2730a1caf015cc9287	0.0	1.0	0.0	0.0	0.6	0.2	0.2
f49129516a0ce4cca19bce9c9a7f38c9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5415a6db1553f06043e82081c40ba35c	0.0	1.0	0.0	0.0	0.0	0.0	1.0
48eef87123f669da3f6c6351243dd49a	0.0	1.0	0.0	0.0	0.2	0.0	0.8
e07e62ae58651ec56ccc857bfcc955ec	0.0	1.0	0.0	0.0	0.2	0.4	0.4
23e2648ba2cc83a43aecf9056561314a	0.4	0.6	0.4	0.0	0.2	0.2	0.2
b8831e5823bb99dee5a40a9af73e1f4b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bc749eb2525b26c955a17d9513b9ddb7	0.0	1.0	0.0	0.0	0.0	0.0	1.0
1906d1cbb648fd428389bd09ad73aa0d	0.8	0.2	0.8	0.0	0.2	0.0	0.0
fb15559001f1609ba2e90cba151b39de	0.2	0.8	0.2	0.0	0.0	0.0	0.8
4e80cf0d37404d8b651af25089bd0631	0.2	0.8	0.2	0.2	0.0	0.0	0.6
9bc987ea36dddfe501c05f5a073fcbb3	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b513b8772d1c578df7ade5b761963b34	0.4	0.6	0.4	0.2	0.2	0.2	0.0
12089cfd5e8b7406c0e8613c3dfdf4ee	0.8	0.2	0.8	0.0	0.0	0.0	0.2
06210f1312905cd7b5c88ae20787204e	0.4	0.6	0.4	0.4	0.2	0.0	0.0
0582fbf3630c40f2da686695dde84edb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b0a23af15a08fde5a3b8caffc92f558d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
62fc8a805d48e39539765b8273a10df3	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b70a0e8be1753263bba234ec22bf5872	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4de281d66f7b87cd2e8f22ae7ba41a1e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
94d66e98089eddfb666c0425070375fc	0.2	0.8	0.2	0.0	0.0	0.0	0.8
137d06caf5d8eba6b2e39d1ff1feadc9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9054eb45dabf70e728de44564d05ffb9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
8327addcc9c3ff64bd07ec255006fdbf	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ef2ffb045ef809eccb40480eb2519c50	0.0	1.0	0.0	0.0	0.0	0.0	1.0
1df783e3e04c100d4f5cca6d6054ec61	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9b30462275c66f51be6d2bba43c0aaa1	0.0	1.0	0.0	0.0	0.2	0.0	0.8
4e062d3cbc92331bf3c6116c38758ae1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bee21f78472b6e91c03b8d00439491b8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d69b6f04e89bfa4edd2c0a4e103c4f84	0.0	1.0	0.0	0.0	0.0	0.2	0.8
86e2b01a8829836fe7789ace4ff14b20	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fa32c59fcf9ce4d53788f17bfcca2224	0.6	0.4	0.6	0.0	0.0	0.0	0.4
a9b89b4c4476cfd9b3d1239268da2aa2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1009d5705ba26854835c0a4b07d30da5	0.6	0.4	0.6	0.0	0.4	0.0	0.0
c88f758bc14dd7476ec93ab95ea1a157	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a1454999752bea991d379cc6e30b7054	0.0	1.0	0.0	0.0	0.0	0.4	0.6
4ec199a21a54bfddec1c6409d2427878	0.6	0.4	0.6	0.0	0.0	0.0	0.4
9729e3c1f96621836b07b230553ef404	0.4	0.6	0.4	0.0	0.0	0.0	0.6
f7697a70a7b8926e4d07bf526cb40b20	1.0	0.0	1.0	0.0	0.0	0.0	0.0
10260c15cc868f836119b7a412f675bb	0.2	0.8	0.2	0.0	0.4	0.2	0.2
087d07120fc22ba57a28908234721dac	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6415fab783e6eb6102cae5bdd1f1c065	1.0	0.0	1.0	0.0	0.0	0.0	0.0
88b4c878f14c9dd41c73e3ba2fd0b8e9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0afd7237950db6b7da4c5e1e2c8d11c0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
922d24ed310674b22d6df948546eae36	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dcf3750d7992c87606106853b2f0053b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4ccfadae88484bce9fc0fbf1052a7e9a	0.0	1.0	0.0	0.0	0.4	0.4	0.2
132023693c95f94896c4eaf3acc71543	0.0	1.0	0.0	0.2	0.6	0.2	0.0
ac4687c2899e807236764ff6aae68d7d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5f45c7afdd9294dadf2c4d7a127e4d0d	0.0	1.0	0.0	0.8	0.2	0.0	0.0
28239a900641eb478026691e0e2caa06	0.0	1.0	0.0	0.2	0.6	0.0	0.2
dcd7b46ec61aab8d86a9b57f4400a197	0.0	1.0	0.0	0.0	0.0	0.0	1.0
92a71812cec541767f3f0d17cf0ad478	0.6	0.4	0.6	0.2	0.0	0.0	0.2
9da5b7e6c130795116750f5e7a5496b1	0.8	0.2	0.8	0.0	0.0	0.0	0.2
d00cfc2fbe6091cc8d3151f34ec957c2	0.0	1.0	0.0	0.0	0.25	0.0	0.75
8d84a1c07269a294b86df710ee45b458	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ed08417271540f2ba6292931c3db297a	0.0	1.0	0.0	0.0	0.0	0.0	1.0
02ef2187ce43dd6725fb339978a64ad8	0.0	1.0	0.0	0.0	0.4	0.4	0.2
4ac258f9fb241c5ce1fc2302b54f26cd	0.8	0.2	0.8	0.2	0.0	0.0	0.0
2538f330d2d88168e9745ff365b64122	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9f9b90e324c9d41ce6bfeddef558f05a	0.6	0.4	0.6	0.2	0.2	0.0	0.0
6bd5f1b2b7f619d60ce6f4ca3ebb0cae	0.0	1.0	0.0	0.2	0.2	0.6	0.0
01a723c58d76578e662251d5c570194b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ae2ab2ac9410ab4d402e319b95a9378e	0.0	1.0	0.0	0.0	0.0	0.0	1.0
36da1ee99dd1100b27f625eb73b19b43	0.8	0.2	0.8	0.0	0.0	0.0	0.2
e8dabfe67800dc36941b0c044c571a99	0.0	1.0	0.0	0.0	0.0	0.2	0.8
0715dbfba2443cc19c08abd4fac3994a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d1f83880ddb3824fd434772dedacfce4	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fd70a2f9b37465da77adae78182033c9	0.4	0.6	0.4	0.4	0.0	0.0	0.2
8592945315f5b88ba6e90f69de928ce8	0.0	1.0	0.0	0.0	0.0	0.0	1.0
2c18ac2a30922ce76cba35d32435322b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7057cdef9ed8a6a24d68a160e1fdaae2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2558b077cf3ecd3737e132c53c915165	0.6	0.4	0.6	0.0	0.0	0.2	0.2
57bf491471d6f8048faa4f722b279a92	0.8	0.2	0.8	0.0	0.0	0.2	0.0
07e17bb67a2911782ab0d839ccf53a78	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7280f44cb3af76996e80cf6abaf78426	0.4	0.6	0.4	0.0	0.2	0.0	0.4
6a61c1497515c730a7d945fac1ebb897	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a41df6d36cc1ff7f56191ce4a55db24c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a8b32ca3b5bba41b4b3d811c4ed5c207	1.0	0.0	1.0	0.0	0.0	0.0	0.0
340c0fcbbf079839ba2a4e559f3d9453	0.8	0.2	0.8	0.2	0.0	0.0	0.0
43ad645c987cb0373938c022b585d9bb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9c2bb4b2262ac0270803bdfcafbd050e	0.0	1.0	0.0	0.0	0.2	0.2	0.6
f82459ceb10f5967bd4477a0e973c0e3	0.0	1.0	0.0	0.0	0.0	0.6	0.4
dd6dd1a08e50fb1f2f10a5b6c4aae199	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a2c153629c5145d3b1a6df8a74b8dfeb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fce7cb7f54c0097ebae5ef464335b22e	0.0	1.0	0.0	0.0	0.6	0.0	0.4
1f08effff090080ddc7efbff00a62f55	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1c6cf6c794ad770e41f4f080d0c9e686	0.0	1.0	0.0	0.0	0.0	0.0	1.0
30d97b75458bcca7a03b86f80442ffa0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
26be0cd370e2c70e97528de52c094b56	0.0	1.0	0.0	0.0	0.0	0.6	0.4
60aea540c25e4fc42e7ebebd67ced6ad	0.2	0.8	0.2	0.2	0.2	0.0	0.4
c05935ea4f74414ce9640c18200e711f	0.0	1.0	0.0	0.0	0.0	0.0	1.0
6b00a16a1905c317fc555f529353b2cc	1.0	0.0	1.0	0.0	0.0	0.0	0.0
48b642a9cf4a269df64fb9518d855ae5	0.4	0.6	0.4	0.6	0.0	0.0	0.0
8ecb719217372190e0c3352dab9bbfa0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
21b0df3dc1eef980ed065b87ea57db88	0.6	0.4	0.6	0.0	0.0	0.0	0.4
a62acee063a3b220ccb121210082dcde	0.0	1.0	0.0	0.2	0.6	0.0	0.2
1eeb96c517e26c62af4bc0df091ac16c	0.0	1.0	0.0	0.0	0.6	0.0	0.4
af656271515735eeecbe502ac18b1a84	1.0	0.0	1.0	0.0	0.0	0.0	0.0
73095d4b80ba38a706af201bcc165926	0.2	0.8	0.2	0.4	0.4	0.0	0.0
c50ec47ac3a7f290cb1feb1a8e17d962	1.0	0.0	1.0	0.0	0.0	0.0	0.0
becd70d9f2b0aa593cf9737beb91ea43	0.4	0.6	0.4	0.0	0.2	0.0	0.4
d12cc3bbc2dc8a3b5e1522d8915f38ec	0.0	1.0	0.0	0.0	0.0	0.4	0.6
d2ae9d1578bd3effc5a70cdefebe6efb	0.0	1.0	0.0	0.2	0.6	0.0	0.2
6f67e29bc540e92518c259ec8ca62a94	0.0	1.0	0.0	0.0	0.0	0.4	0.6
1c734ff1a6c4c63cabd5f1bb62c28a8a	0.0	1.0	0.0	0.0	0.0	0.2	0.8
a0172e601df8220ebefc71b102b9d7c6	0.0	1.0	0.0	0.0	0.0	0.2	0.8
591ce791d9485768583d714d8f41ea6e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7635ebcd6e33762c23ebfad3c7a01b6e	0.4	0.6	0.4	0.6	0.0	0.0	0.0
e391242d63ac63f3ccf9c5f0669d3342	1.0	0.0	1.0	0.0	0.0	0.0	0.0
40f4e41c6499b65aabb9aca9f247b941	1.0	0.0	1.0	0.0	0.0	0.0	0.0
07788595f485ab95c581e45afd661df5	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bfb32f84cee1d50ff2ef43e26d89c945	1.0	0.0	1.0	0.0	0.0	0.0	0.0
e43e4ef3fee6230215fcec9b012f9247	1.0	0.0	1.0	0.0	0.0	0.0	0.0
32a55dce5e9734fa708fb62664f7f7cb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fe901a23f87d9f852d11b838ee71f4ea	0.8	0.2	0.8	0.0	0.0	0.0	0.2
98733288a687dbc63f85f11a962ddf52	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7b2992293efb897269aad25426ab4dd8	0.0	1.0	0.0	0.0	0.0	0.2	0.8
ea008f392c9990c0a5f6cf85da229d75	1.0	0.0	1.0	0.0	0.0	0.0	0.0
adb68866580fb006231becd7d1522819	0.0	1.0	0.0	0.0	0.0	0.0	1.0
7f95855b1dbb730e5f0c2d9373b087e7	1.0	0.0	1.0	0.0	0.0	0.0	0.0
53d1c944ab28ca007de9bac30da4724d	0.0	1.0	0.0	0.0	0.0	0.0	1.0
087b709ab8dc689b75160faed1a5efe8	0.8	0.2	0.8	0.2	0.0	0.0	0.0
4cd98e22b07ef50d14f196d7a0a71ef0	0.0	1.0	0.0	0.0	0.2	0.2	0.6
f9121021de85edc5b15f67fe2d6a4c68	1.0	0.0	1.0	0.0	0.0	0.0	0.0
161211137573907cb55defc64adac115	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7c25e5872055ae8e972a81348d60c153	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9750725356862492e60153f4dc49e485	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0453e9ee690243718f2cad6a0a5aa078	1.0	0.0	1.0	0.0	0.0	0.0	0.0
526c2c6720fc8627a76197e2bf93f5bb	0.0	1.0	0.0	0.0	0.0	0.0	1.0
51918d910440ce0833ef93d6ce180194	0.2	0.8	0.2	0.4	0.4	0.0	0.0
1853c85b88533510cc835f0c3d8aae19	1.0	0.0	1.0	0.0	0.0	0.0	0.0
32becc2ea7c1796e2e7e21b2ab25fb82	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1e37615eb5e4d7c3c5c49342449ed199	0.0	1.0	0.0	0.2	0.0	0.2	0.6
a33a963ea3b52b566c6018845ba57ce9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0e3a53349053d5427a7247f67b862684	0.0	1.0	0.0	0.0	0.4	0.2	0.4
038b2b03d39e45aa5c47b7250ff1a048	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0a82f1e056a8340504de0684349b39bb	0.0	1.0	0.0	0.0	0.2	0.2	0.6
6969d01af04090cfa3db472f08e11711	0.4	0.6	0.4	0.4	0.2	0.0	0.0
76cffd3b52e09d5a23b451c8f5ca53ae	0.0	1.0	0.0	0.0	0.0	0.6	0.4
15a28fc035006ea0a38a1c9daf9b3f63	0.0	1.0	0.0	0.2	0.6	0.0	0.2
ad4e6e43697b825f86a0d70e7ffac884	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4da8211bf38adc717a310b91f05374d0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
743b3570a025e85e19de919de037c018	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2bad814d19e2132f0698f09290762a21	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bb206556b4f70264d3cc1fdb765a9f71	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c158c479b78e057a4d5736771c00bc96	1.0	0.0	1.0	0.0	0.0	0.0	0.0
926dfb8daa72fab26171c759e73481d0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4812a6c66680ff868e1d4994508bf30f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
e6608873581dd38dd241f00f4e705c76	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9037fb74718ff35021108f1ec0ddf832	1.0	0.0	1.0	0.0	0.0	0.0	0.0
433d783dcd37e11be7c8f9702414bd9a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
103e8640859a3766866797bb0b5420fb	0.2	0.8	0.2	0.0	0.6	0.2	0.0
7611e2d35d0531d631e51790875b093d	0.8	0.2	0.8	0.2	0.0	0.0	0.0
cfc8f4cdb09e612c6e31de6a1d422b61	0.0	1.0	0.0	0.6	0.4	0.0	0.0
b358cd8f29a48cefda8d86e6e7c4441f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
66dcb0e8ac5b430f42901648bea15bf7	0.4	0.6	0.4	0.0	0.2	0.2	0.2
cab5731dbab05dd7d890e30d8c2b4420	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a953ecc1a42c3f209f243fbf8f295bf5	1.0	0.0	1.0	0.0	0.0	0.0	0.0
cfec72a0cfb8f139d76fc2fd2400525a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
feb14855ed5d2af8e506c9a34eac08e9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
efc4b0a0fbb80cf128b8249c13e6a0a3	1.0	0.0	1.0	0.0	0.0	0.0	0.0
51103738f49c1960aad07341e1b3bc95	0.8	0.2	0.8	0.2	0.0	0.0	0.0
0c18591e0ec12b6de538cb470b380d77	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6fcdb0fa69b76ea621d635e5aca89737	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c2c6631bb9f8ef676b8933b7da544a9e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a058a8f9d461e06976bc7f1fc4203125	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f595fb12330cee512927dfdc51d64b47	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5ec906a2eb3f6580126ccb2edaf31d44	0.0	1.0	0.0	0.0	0.2	0.4	0.4
b3fec18db4cdffb2d395624400350b47	0.0	1.0	0.0	0.0	0.0	0.0	1.0
b219e4b768b6b862c9bbcefdb1af2975	0.0	1.0	0.0	0.0	0.0	0.5	0.5
ab90d56f770338f91f1ac11a5c21d69f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f9dd8f7f90539192d60f42726ce4ced1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dc205b9e19b86449fcdffe0267db90b1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
919fdd6d4083e917c6712e26eb4fc32c	0.0	1.0	0.0	0.0	0.0	0.0	1.0
90ae8106b9ad89d95c602eec2a22a6f6	1.0	0.0	1.0	0.0	0.0	0.0	0.0
72b09e51a51e968e8aff525cb2fb4d00	0.4	0.6	0.4	0.4	0.2	0.0	0.0
6bcf507c70be48c17ebdafc20a299ae6	1.0	0.0	1.0	0.0	0.0	0.0	0.0
694be899d1ae7e832a68104656d59a85	0.8	0.2	0.8	0.2	0.0	0.0	0.0
4ffffd2b081754a9cb1659f965bef93c	0.0	1.0	0.0	0.0	0.0	0.2	0.8
efc93840cabd5a60f30553e3b593784d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dc6d16df8dbedf431f33b52177864bfa	0.0	1.0	0.0	0.0	0.4	0.4	0.2
d6ee30c221ce3959dd4f9c19740fd027	0.2	0.8	0.2	0.0	0.0	0.2	0.6
ae660ad645f261972f8a0bd35726988d	0.0	1.0	0.0	0.0	0.0	0.0	1.0
fff1b5019d99afae0e00a59bb74ff18b	0.2	0.8	0.2	0.0	0.8	0.0	0.0
87082e08bc4fd6fc58f2c990f9282c63	0.6	0.4	0.6	0.2	0.2	0.0	0.0
e92b4692df7cecc53dcdad9e54035837	0.4	0.6	0.4	0.0	0.4	0.2	0.0
5214d1b7c0de091ce0af4dd668bb5f67	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ad4eae624454499ccb865faa31db99db	0.0	1.0	0.0	0.0	0.6	0.2	0.2
968ade679cf1208749c24ac28353d4b4	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3b3e6600d1593242b67176b027bad36d	0.8	0.2	0.8	0.0	0.0	0.0	0.2
fbe9df3f9f9fc556548fc27cf850207a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a0658fec21bae5730fa785f2a4f1c303	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4b19a61bdcc6e442d8a8ba99abb328cc	0.8	0.2	0.8	0.0	0.0	0.2	0.0
9c6a747859fb4d7ebfab44a3617571fb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a3eb7e24821ce57cc45b720a83efd623	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bbd4024a02dd606bfb78c9b4d16c77b3	0.8	0.2	0.8	0.0	0.0	0.2	0.0
d2b7b7aafc3177fa26c191eb309fd276	1.0	0.0	1.0	0.0	0.0	0.0	0.0
baa54907547659ba66ad35fb21f4be61	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6d1788fa16da1a59531eb906283427cf	1.0	0.0	1.0	0.0	0.0	0.0	0.0
340367e983c90eab5a04e231895d3a55	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5734afa659c05e560662100e8f2ff3f3	0.4	0.6	0.4	0.0	0.0	0.0	0.6
cc33f26ab710e69c2286cc0ca39e6ae2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d1d44189edf17f20811d4798c708c498	0.0	1.0	0.0	0.0	0.0	0.0	1.0
451e9ee279af12845958a9fbeacf8607	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9b5ce956e1cdd5148741a30781831dd4	0.2	0.8	0.2	0.0	0.2	0.4	0.2
bafa409fb662af91ae2cf1ea20db23f1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5535baaaa092ec286a72a1414631ae52	0.8	0.2	0.8	0.2	0.0	0.0	0.0
32752af15d317f3f7bc6fabf39c12bd6	0.0	1.0	0.0	0.0	0.0	0.0	1.0
41c3ff37f8d8369ed285a5fe4915acfa	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1dea55f1a5eb2dae671c603ab52a3d52	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c64817598a57c6272be79e9fc13aa5b5	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c1a776bf4110339090c5a3995744b709	0.4	0.6	0.4	0.2	0.2	0.0	0.2
955ac23cea87f52255dbf0112890fdf7	0.6	0.4	0.6	0.2	0.0	0.2	0.0
9271c7eb4e2b7d840ebbf5224cb4d068	0.0	1.0	0.0	0.0	0.0	0.0	1.0
cf5936388ca0df29118f4314ce59bc1f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fe48eafade9e84a15cec3f486c687a5f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3e3b5ad46704b05ea1341241e72b8284	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dd1e6d04a4438b8e5a630a427eb28cb7	0.0	1.0	0.0	0.0	0.6	0.4	0.0
7b49dca1de22c9b4f89bf1f5f6df087e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d3709cc0725e2dddc50407db5e9739c8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
99eff4bc6919361415285f27638e69e6	0.8	0.2	0.8	0.2	0.0	0.0	0.0
123ea6ab1be31fdcdf3e50f400989bb9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3f381d27fac7d1430c76ef862dcef072	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ee01a9c1bfa16b99eb89faf67a5da974	1.0	0.0	1.0	0.0	0.0	0.0	0.0
e90fcb7a6db09c011515b5e930baebaa	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4b5f742560ed8c7706229365fc5358ad	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1be73d956bd540bc707bb161d8ab6aa4	0.2	0.8	0.2	0.0	0.6	0.2	0.0
7fe721217f58f2e1f2237f48135a552d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
e5f0bacd3723f16d85c96c7c0f208496	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f9c394a0f295481d595caa9427e0dca8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
997a1bb5a1f666d3c01830fa2772dc00	1.0	0.0	1.0	0.0	0.0	0.0	0.0
12cbcf0f01034a9e0b18da62e2d8160e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
